Nom_masque,Motif,Polygone,Confiance,Nom_image,Titre,État,Région,Site,Description,Date,Support,Affiliation religieuse,Lieu de conservation,Auteur
ASOK_KAN051e_lotus_3923.png,lotus,"[[3475, 1004], [3475, 1023], [3479, 1027], [3479, 1035], [3486, 1042], [3490, 1042], [3501, 1053], [3501, 1061], [3505, 1065], [3505, 1072], [3509, 1076], [3509, 1084], [3505, 1088], [3505, 1107], [3513, 1114], [3513, 1118], [3517, 1122], [3517, 1125], [3520, 1129], [3520, 1133], [3528, 1141], [3528, 1144], [3520, 1152], [3520, 1156], [3517, 1160], [3517, 1163], [3513, 1167], [3513, 1175], [3509, 1179], [3509, 1190], [3513, 1194], [3513, 1197], [3517, 1201], [3517, 1216], [3524, 1224], [3524, 1228], [3532, 1235], [3532, 1251], [3543, 1262], [3543, 1266], [3547, 1269], [3547, 1273], [3551, 1277], [3551, 1281], [3558, 1281], [3573, 1296], [3573, 1300], [3577, 1304], [3577, 1307], [3581, 1311], [3585, 1311], [3589, 1315], [3600, 1315], [3604, 1319], [3611, 1319], [3615, 1323], [3619, 1323], [3623, 1326], [3630, 1326], [3634, 1330], [3642, 1330], [3664, 1353], [3664, 1368], [3668, 1368], [3672, 1372], [3676, 1372], [3680, 1376], [3683, 1376], [3687, 1379], [3702, 1379], [3706, 1376], [3714, 1376], [3717, 1372], [3721, 1372], [3725, 1368], [3744, 1368], [3748, 1372], [3752, 1372], [3755, 1368], [3767, 1368], [3771, 1364], [3771, 1360], [3778, 1353], [3782, 1353], [3786, 1349], [3797, 1349], [3801, 1353], [3801, 1360], [3824, 1383], [3824, 1387], [3827, 1391], [3831, 1391], [3839, 1398], [3843, 1395], [3843, 1391], [3850, 1383], [3850, 1379], [3854, 1376], [3869, 1376], [3869, 1311], [3858, 1311], [3854, 1307], [3854, 1304], [3850, 1300], [3850, 1292], [3846, 1288], [3846, 1281], [3843, 1277], [3843, 1266], [3839, 1262], [3839, 1213], [3835, 1209], [3835, 1194], [3831, 1190], [3831, 1148], [3827, 1144], [3827, 1125], [3824, 1122], [3824, 1118], [3820, 1114], [3820, 1107], [3816, 1103], [3816, 1099], [3805, 1088], [3805, 1080], [3801, 1076], [3801, 1072], [3797, 1069], [3797, 1065], [3793, 1061], [3793, 1057], [3789, 1053], [3789, 1050], [3786, 1046], [3786, 1042], [3778, 1035], [3778, 1031], [3774, 1027], [3774, 1023], [3771, 1019], [3771, 1016], [3767, 1012], [3767, 1008], [3759, 1000], [3759, 997], [3755, 993], [3755, 989], [3752, 985], [3752, 981], [3744, 974], [3744, 970], [3736, 963], [3736, 959], [3729, 951], [3729, 947], [3721, 940], [3721, 936], [3710, 925], [3710, 921], [3702, 913], [3702, 909], [3687, 894], [3683, 894], [3668, 879], [3664, 879], [3653, 868], [3649, 868], [3645, 864], [3645, 860], [3627, 841], [3623, 841], [3611, 830], [3608, 830], [3600, 822], [3596, 822], [3592, 819], [3585, 819], [3581, 815], [3573, 815], [3570, 811], [3539, 811], [3532, 819], [3528, 819], [3524, 822], [3517, 822], [3509, 830], [3509, 853], [3505, 856], [3505, 868], [3501, 872], [3501, 883], [3494, 891], [3494, 894], [3490, 898], [3486, 898], [3483, 902], [3483, 913], [3498, 928], [3498, 932], [3494, 936], [3494, 951], [3490, 955], [3490, 966], [3486, 970], [3486, 974], [3483, 978], [3483, 993], [3479, 997], [3479, 1000], [3475, 1004]]",0.28,ASOK_KAN051e.JPG,ASOK_KAN051e,Karnataka,Āndhradeśa,Kaṇagaṇahaḷḷi,Ṣaḍdantajātaka I et II,1 B.C. ; 1 A.D. ; 2 A.D. ; 3 A.D. ,Stūpa ; panneau,bouddhisme,In situ,Maronet Léa
ASOK_NAG028a_cheval_4011.png,cheval,"[[1540, 1532], [1582, 1776], [1766, 1851], [1850, 1834], [1792, 2086], [1792, 2355], [1892, 2506], [1918, 2741], [1817, 2876], [1918, 3018], [1918, 3463], [1825, 3614], [2044, 3640], [2111, 3337], [2153, 3169], [2505, 3253], [2623, 3211], [2631, 3111], [2371, 3077], [2195, 3018], [2111, 2934], [2111, 2817], [2505, 2674], [2514, 2557], [2791, 2599], [3177, 2615], [3202, 2867], [3353, 2976], [3513, 2985], [3295, 3430], [3362, 3631], [3546, 3505], [3546, 3270], [3630, 3144], [3781, 2985], [4075, 3094], [4109, 3312], [4168, 3640], [4285, 3598], [4260, 3346], [4235, 3111], [4176, 2951], [4235, 2876], [4101, 1960], [4033, 1818], [3798, 1876], [3706, 1834], [3521, 1826], [3320, 1902], [3211, 2103], [2934, 2179], [2757, 2229], [2489, 2179], [2514, 2078], [2816, 1851], [2698, 1851], [2606, 1776], [2572, 1557], [2522, 1196], [2354, 1003], [2111, 961], [1993, 945], [2119, 869], [2262, 852], [2262, 701], [2136, 667], [1834, 684], [1691, 861], [1691, 1121], [1632, 1348], [1540, 1532]]",0.97,ASOK_NAG028a.JPG,ASOK_NAG028a,Andhra Pradesh,Āndhradeśa,Nāgārjunakoṇḍa,,3 A.D.,Stūpa ; panneau,bouddhisme,Nagarjunakonda Archaeological Museum,Maronet Léa
ASOK_AMA013_lotus_4020.png,lotus,"[[231, 1135], [277, 1649], [489, 2053], [833, 2283], [1343, 2416], [1687, 2407], [2087, 2310], [2417, 2081], [2642, 1782], [2771, 1360], [2707, 873], [2528, 515], [2229, 294], [1811, 115], [1334, 97], [952, 221], [668, 428], [420, 708], [415, 671], [231, 1135]]",0.97,ASOK_AMA013.jpg,ASOK_AMA013,Andhra Pradesh,Āndhradeśa,Amarāvatī,Grand médaillon lotiforme,2 A.D.,Stūpa ; balustrade,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA014_lotus_4023.png,lotus,"[[210, 1073], [231, 1493], [363, 1774], [631, 2059], [950, 2212], [1315, 2297], [1766, 2276], [2085, 2157], [2370, 1880], [2565, 1506], [2608, 1328], [2612, 919], [2480, 588], [2242, 324], [1974, 150], [1707, 78], [1294, 61], [1107, 48], [941, 103], [856, 167], [712, 226], [588, 384], [512, 490], [359, 520], [265, 788], [210, 1073]]",0.98,ASOK_AMA014.jpg,ASOK_AMA014,Andhra Pradesh,Āndhradeśa,Amarāvatī,Grand médaillon lotiforme,2 A.D.,Stūpa ; balustrade,bouddhisme,The British Museum,Maronet Léa
ASOK_NAG035a_éléphant_4096.png,éléphant,"[[1155, 1188], [1193, 1794], [1414, 1826], [1521, 1889], [1571, 2059], [1502, 2129], [1388, 2312], [1344, 2533], [1167, 2747], [1155, 3360], [1344, 3385], [1470, 3265], [1628, 3088], [1843, 3259], [1950, 3530], [2076, 3530], [2152, 3240], [2152, 3069], [2045, 3050], [1988, 2981], [2070, 2873], [2297, 2501], [2398, 2501], [2714, 2558], [2708, 2987], [2619, 3107], [2575, 3284], [2449, 3284], [2367, 3372], [2367, 3543], [2765, 3581], [2828, 3524], [2992, 3170], [3093, 2867], [3472, 3139], [3592, 3322], [3579, 3555], [3787, 3587], [3939, 3442], [3996, 3296], [3876, 3151], [3794, 3000], [3667, 2823], [3806, 2488], [3939, 2267], [3983, 2148], [3895, 1939], [3724, 1706], [3617, 1687], [3415, 1605], [3307, 1680], [3061, 1750], [2935, 1699], [3030, 1504], [3112, 1314], [2948, 1308], [2910, 1491], [2821, 1548], [2607, 1693], [2430, 1661], [2531, 1403], [2550, 1220], [2190, 1232], [2026, 1119], [1729, 961], [1401, 1005], [1357, 1112], [1155, 1188]]",0.98,ASOK_NAG035a.JPG,ASOK_NAG035a,Andhra Pradesh,Āndhradeśa,Nāgārjunakoṇḍa,,3 A.D.,Stūpa ; panneau,bouddhisme,Nagarjunakonda Archaeological Museum,Maronet Léa
ASOK_AMA055_lotus_4159.png,lotus,"[[185, 523], [198, 951], [341, 1115], [552, 1216], [940, 1211], [1067, 1157], [1197, 1052], [1280, 920], [1340, 718], [1293, 427], [1260, 261], [1152, 165], [1013, 49], [738, 31], [590, 49], [391, 131], [263, 273], [214, 344], [185, 523]]",0.99,ASOK_AMA055.jpg,ASOK_AMA055,Andhra Pradesh,Āndhradeśa,Amarāvatī,Montant de balustrade avec médaillon lotiforme,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; balustrade,bouddhisme,Chennai Government Museum,Maronet Léa
ASOK_AMA060_lotus_4172.png,lotus,"[[85, 551], [105, 661], [159, 773], [246, 874], [381, 948], [681, 958], [803, 911], [928, 808], [1002, 669], [1023, 506], [964, 332], [855, 205], [737, 139], [605, 117], [435, 120], [291, 166], [175, 283], [100, 421], [85, 551]]",0.98,ASOK_AMA060.jpg,ASOK_AMA060,Andhra Pradesh,Āndhradeśa,Amarāvatī,Montant de balustrade avec médaillon lotiforme,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; balustrade,bouddhisme,Chennai Government Museum,Maronet Léa
ASOK_AMA072_lion_4212.png,lion,"[[499, 897], [526, 906], [552, 907], [569, 907], [598, 908], [599, 863], [591, 828], [591, 782], [571, 776], [549, 784], [549, 825], [512, 841], [500, 868], [499, 897]]",0.99,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lion_4214.png,lion,"[[478, 686], [481, 705], [495, 714], [483, 720], [482, 761], [480, 796], [549, 800], [552, 785], [577, 775], [535, 719], [531, 670], [503, 669], [490, 676], [478, 686]]",1.0,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lion_4216.png,lion,"[[250, 780], [263, 804], [293, 804], [341, 803], [332, 750], [321, 724], [318, 715], [331, 709], [331, 689], [316, 677], [288, 672], [275, 699], [273, 735], [254, 753], [250, 780]]",1.0,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_AMA072_lion_4219.png,lion,"[[225, 843], [235, 889], [232, 904], [272, 904], [325, 894], [325, 863], [304, 844], [274, 823], [261, 798], [231, 802], [225, 843]]",0.97,ASOK_AMA072.jpg,ASOK_AMA072,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa figuré ; Buddha entourré de dévots et piliers avec lions,1 A.D. ; 2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,The British Museum,Maronet Léa
ASOK_NAG004b_lotus_4225.png,lotus,"[[23, 86], [23, 144], [104, 150], [233, 154], [231, 90], [233, 59], [229, 0], [197, 0], [182, 16], [173, 29], [160, 25], [125, 20], [96, 24], [75, 30], [56, 1], [31, 0], [26, 22], [23, 86]]",0.99,ASOK_NAG004b.jpg,ASOK_NAG004b,Andhra Pradesh,Āndhradeśa,Nāgārjunakoṇḍa,Demi-médaillon lotiforme et lion,3 A.D.,Pilier,bouddhisme,In situ,Maronet Léa
ASOK_NAG081f_lotus_4412.png,lotus,"[[3150, 2530], [3743, 2486], [3698, 2353], [3477, 2247], [3229, 2335], [3150, 2530]]",0.98,ASOK_NAG081f.JPG,ASOK_NAG081f,Andhra Pradesh,Āndhradeśa,Nāgārjunakoṇḍa,,3 A.D.,Stūpa ; panneau,bouddhisme,Nagarjunakonda Archaeological Museum,Maronet Léa
ASOK_NAG081f_lotus_4415.png,lotus,"[[4637, 2149], [4902, 2300], [5053, 2264], [5053, 2105], [4982, 1955], [4849, 1884], [4663, 1928], [4637, 2149]]",0.98,ASOK_NAG081f.JPG,ASOK_NAG081f,Andhra Pradesh,Āndhradeśa,Nāgārjunakoṇḍa,,3 A.D.,Stūpa ; panneau,bouddhisme,Nagarjunakonda Archaeological Museum,Maronet Léa
ASOK_NAG081f_oie_4418.png,oie,"[[609, 1574], [609, 1689], [821, 1662], [892, 1769], [751, 2105], [804, 2318], [937, 2441], [937, 2557], [1202, 2574], [1255, 2441], [1539, 2406], [1627, 2202], [1733, 1972], [1645, 1813], [1282, 1893], [1043, 1875], [1096, 1600], [999, 1423], [839, 1388], [742, 1494], [609, 1574]]",0.99,ASOK_NAG081f.JPG,ASOK_NAG081f,Andhra Pradesh,Āndhradeśa,Nāgārjunakoṇḍa,,3 A.D.,Stūpa ; panneau,bouddhisme,Nagarjunakonda Archaeological Museum,Maronet Léa
ASOK_NAG081f_lotus_4421.png,lotus,"[[317, 2256], [343, 2539], [680, 2486], [715, 2335], [662, 2167], [538, 2052], [414, 2087], [317, 2256]]",0.98,ASOK_NAG081f.JPG,ASOK_NAG081f,Andhra Pradesh,Āndhradeśa,Nāgārjunakoṇḍa,,3 A.D.,Stūpa ; panneau,bouddhisme,Nagarjunakonda Archaeological Museum,Maronet Léa
ASOK_NAG081f_lotus_4424.png,lotus,"[[1158, 1530], [1220, 1698], [1521, 1724], [1600, 1609], [1645, 1441], [1211, 1450], [1158, 1530]]",0.99,ASOK_NAG081f.JPG,ASOK_NAG081f,Andhra Pradesh,Āndhradeśa,Nāgārjunakoṇḍa,,3 A.D.,Stūpa ; panneau,bouddhisme,Nagarjunakonda Archaeological Museum,Maronet Léa
ASOK_NAG081f_lotus_4427.png,lotus,"[[1494, 2539], [2158, 2503], [2123, 2388], [1999, 2211], [1609, 2229], [1494, 2539]]",0.97,ASOK_NAG081f.JPG,ASOK_NAG081f,Andhra Pradesh,Āndhradeśa,Nāgārjunakoṇḍa,,3 A.D.,Stūpa ; panneau,bouddhisme,Nagarjunakonda Archaeological Museum,Maronet Léa
ASOK_AMA198_lion_4532.png,lion,"[[2272, 3116], [2272, 3169], [2324, 3183], [2412, 3151], [2451, 3193], [2595, 3151], [2693, 3172], [2707, 3134], [2658, 2997], [2542, 2895], [2524, 2719], [2479, 2677], [2377, 2660], [2293, 2737], [2303, 2821], [2345, 2870], [2314, 2951], [2310, 3109], [2272, 3116]]",1.0,ASOK_AMA198.JPG,ASOK_AMA198,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa ,1 A.D. ; 2 A.D.,Panneau,bouddhisme,New Delhi National Museum,Maronet Léa
ASOK_AMA198_lion_4534.png,lion,"[[2314, 3527], [2423, 3551], [2574, 3600], [2623, 3558], [2633, 3355], [2616, 3256], [2598, 3144], [2521, 3144], [2458, 3169], [2440, 3316], [2395, 3316], [2328, 3372], [2314, 3527]]",0.98,ASOK_AMA198.JPG,ASOK_AMA198,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa ,1 A.D. ; 2 A.D.,Panneau,bouddhisme,New Delhi National Museum,Maronet Léa
ASOK_AMA198_lion_4536.png,lion,"[[1103, 3323], [1103, 3432], [1120, 3583], [1243, 3579], [1415, 3506], [1419, 3390], [1289, 3299], [1264, 3141], [1134, 3141], [1103, 3323]]",0.99,ASOK_AMA198.JPG,ASOK_AMA198,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa ,1 A.D. ; 2 A.D.,Panneau,bouddhisme,New Delhi National Museum,Maronet Léa
ASOK_AMA198_lion_4538.png,lion,"[[535, 2817], [544, 3108], [673, 3135], [756, 3113], [737, 2928], [712, 2639], [631, 2610], [544, 2643], [535, 2817]]",0.98,ASOK_AMA198.JPG,ASOK_AMA198,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa ,1 A.D. ; 2 A.D.,Panneau,bouddhisme,New Delhi National Museum,Maronet Léa
ASOK_AMA198_lion_4540.png,lion,"[[2999, 2939], [2999, 3135], [3089, 3139], [3187, 3137], [3203, 2630], [3115, 2593], [3036, 2619], [2999, 2939]]",0.97,ASOK_AMA198.JPG,ASOK_AMA198,Andhra Pradesh,Āndhradeśa,Amarāvatī,Stūpa ,1 A.D. ; 2 A.D.,Panneau,bouddhisme,New Delhi National Museum,Maronet Léa
ASOK_AND005_lion_4991.png,lion,"[[2381, 2088], [2381, 2382], [2429, 2589], [2668, 2589], [2906, 2565], [3065, 2597], [3312, 2621], [3765, 2494], [4004, 2589], [3956, 2796], [4449, 2844], [4521, 2334], [4394, 1937], [4076, 1770], [3678, 1873], [3773, 1587], [3686, 1372], [3503, 1364], [3344, 1396], [3344, 1269], [3065, 1197], [2787, 1197], [2604, 1324], [2604, 1635], [2747, 1746], [2381, 2088]]",0.97,ASOK_AND005.JPG,ASOK_AND005,Andhra Pradesh,Āndhradeśa,Dupāḍu,Animaux ailés,1 A.D.,Stūpa ; frise,bouddhisme,Amaravati Heritage Centre and Museum,Maronet Léa
ASOK_AND015_lion_4996.png,lion,"[[3338, 1507], [3338, 1584], [3358, 1668], [3516, 1708], [3644, 1708], [3781, 1705], [3798, 1631], [3755, 1557], [3812, 1557], [3822, 1738], [3973, 1742], [3976, 1701], [3916, 1628], [3912, 1517], [3939, 1342], [3902, 1278], [3875, 1131], [3849, 1063], [3825, 983], [3785, 983], [3650, 983], [3640, 1144], [3650, 1231], [3647, 1315], [3432, 1389], [3338, 1507]]",0.98,ASOK_AND015.JPG,ASOK_AND015,Andhra Pradesh,Āndhradeśa,Uppugundur,Stūpa,2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,Telangana State Archaeology Museum,Maronet Léa
ASOK_AND015_lion_4998.png,lion,"[[1269, 1711], [1420, 1688], [1420, 1658], [1521, 1691], [1666, 1691], [1907, 1675], [1914, 1550], [1887, 1463], [1773, 1359], [1625, 1285], [1592, 1231], [1609, 1131], [1595, 1067], [1585, 976], [1414, 966], [1367, 1043], [1350, 1174], [1313, 1295], [1326, 1379], [1326, 1638], [1273, 1671], [1269, 1711]]",1.0,ASOK_AND015.JPG,ASOK_AND015,Andhra Pradesh,Āndhradeśa,Uppugundur,Stūpa,2 A.D. ; 3 A.D.,Stūpa ; panneau,bouddhisme,Telangana State Archaeology Museum,Maronet Léa
ASOK_CHAN002_lotus_5012.png,lotus,"[[818, 1667], [843, 2305], [1061, 2750], [1363, 3069], [1859, 3405], [2421, 3522], [3244, 3497], [3647, 3321], [4067, 2951], [4378, 2397], [4445, 1683], [4411, 1205], [4059, 617], [3488, 181], [2950, 46], [2379, 46], [1850, 197], [1355, 558], [1002, 1079], [818, 1667]]",0.97,ASOK_CHAN002.JPG,ASOK_CHAN002,Andhra Pradesh,Āndhradeśa,Chandavaram,Montant de balustrade avec médaillon lotiforme,1 A.D. ; 2 A.D.,Stūpa ; panneau,bouddhisme,Telangana State Archaeology Museum,Maronet Léa
ASOK_CHAN004_lotus_5013.png,lotus,"[[2430, 936], [2455, 1339], [2665, 1473], [2959, 1465], [3219, 1348], [3295, 1163], [3286, 961], [2430, 936]]",0.98,ASOK_CHAN004.JPG,ASOK_CHAN004,Andhra Pradesh,Āndhradeśa,Chandavaram,Élément de balustrade,1 A.D.,Stūpa ; panneau,bouddhisme,Telangana State Archaeology Museum,Maronet Léa
ASOK_CHAN004_lotus_5014.png,lotus,"[[2413, 2103], [2497, 2363], [2740, 2531], [3017, 2531], [3227, 2338], [3269, 2137], [3244, 1868], [3110, 1692], [2757, 1675], [2480, 1767], [2413, 2103]]",0.99,ASOK_CHAN004.JPG,ASOK_CHAN004,Andhra Pradesh,Āndhradeśa,Chandavaram,Élément de balustrade,1 A.D.,Stūpa ; panneau,bouddhisme,Telangana State Archaeology Museum,Maronet Léa
ASOK_CHAN006_lotus_5016.png,lotus,"[[1469, 1395], [1925, 1422], [2162, 1360], [2276, 1167], [2083, 851], [1829, 807], [1697, 1071], [1469, 1395]]",0.99,ASOK_CHAN006.JPG,ASOK_CHAN006,Andhra Pradesh,Āndhradeśa,Chandavaram,Pūrṇakumbha (vase),1 A.D.,Stūpa ; panneau,bouddhisme,Telangana State Archaeology Museum,Maronet Léa
ASOK_CHAN006_lotus_5017.png,lotus,"[[2171, 412], [2267, 614], [2267, 843], [2338, 965], [2285, 1281], [2171, 1378], [2338, 1387], [2425, 1246], [2460, 983], [2504, 878], [2531, 597], [2706, 456], [2987, 255], [2311, 202], [2171, 412]]",0.97,ASOK_CHAN006.JPG,ASOK_CHAN006,Andhra Pradesh,Āndhradeśa,Chandavaram,Pūrṇakumbha (vase),1 A.D.,Stūpa ; panneau,bouddhisme,Telangana State Archaeology Museum,Maronet Léa
ASOK_CHAN006_lotus_5018.png,lotus,"[[2504, 948], [2636, 965], [2812, 851], [2996, 851], [3119, 658], [3092, 211], [2662, 483], [2636, 649], [2689, 851], [2504, 948]]",0.98,ASOK_CHAN006.JPG,ASOK_CHAN006,Andhra Pradesh,Āndhradeśa,Chandavaram,Pūrṇakumbha (vase),1 A.D.,Stūpa ; panneau,bouddhisme,Telangana State Archaeology Museum,Maronet Léa
ASOK_CHAN006_lotus_5019.png,lotus,"[[2390, 1387], [2417, 1492], [2592, 1439], [2697, 1510], [2996, 1501], [3171, 1334], [3145, 939], [2996, 834], [2838, 851], [2671, 904], [2566, 1097], [2566, 1308], [2390, 1387]]",0.99,ASOK_CHAN006.JPG,ASOK_CHAN006,Andhra Pradesh,Āndhradeśa,Chandavaram,Pūrṇakumbha (vase),1 A.D.,Stūpa ; panneau,bouddhisme,Telangana State Archaeology Museum,Maronet Léa
